index,store_ID,day_of_week,date,nb_customers_on_day,open,promotion,state_holiday,school_holiday,sales predictions
674161,74,0,5/6/2013,877,1,0,0,0,6571.41
142777,225,2,1/21/2015,397,1,0,0,0,3912.68
527893,748,2,12/31/2014,370,1,0,0,1,4047.14
245986,403,4,9/13/2013,821,1,1,0,0,7624.58
155385,212,2,9/4/2013,525,1,0,0,0,5306.35
397293,517,2,6/25/2014,509,1,0,0,0,4611.73
132338,1082,6,5/17/2015,0,0,0,0,0,0
628772,974,1,7/28/2015,1700,1,1,0,0,13620.67
128203,668,6,6/16/2013,0,0,0,0,0,0
129693,886,3,10/30/2014,642,1,0,0,0,6201.84
553130,473,6,1/12/2014,0,0,0,0,0,0
56481,944,1,4/22/2014,1376,1,0,0,1,7906.74
291615,1042,0,2/23/2015,476,1,0,0,0,3381.59
592362,722,4,3/15/2013,1560,1,0,0,0,9425
24113,864,5,8/17/2013,346,1,0,0,0,2608.75
165912,117,4,1/2/2015,475,1,0,0,1,4561.72
332419,476,6,9/14/2014,0,0,0,0,0,0
175194,599,5,2/7/2015,946,1,0,0,0,9986.37
183476,674,5,2/2/2013,737,1,0,0,0,7074.4
221805,157,2,1/29/2014,798,1,0,0,0,7076.13
543638,250,3,2/26/2015,567,1,0,0,0,6405.57
93211,231,3,2/26/2015,306,1,0,0,0,3326.68
668751,726,3,3/19/2015,1080,1,1,0,0,10586.04
422409,711,6,9/1/2013,0,0,0,0,0,0
409006,826,6,8/11/2013,0,0,0,0,0,0
697724,562,1,9/3/2013,2912,1,0,0,0,16233.34
7455,1054,6,9/14/2014,0,0,0,0,0,0
272502,186,3,10/17/2013,304,1,0,0,0,2662.32
32089,44,2,7/8/2015,550,1,0,0,0,4234.29
662679,852,5,3/23/2013,361,1,0,0,0,2910.02
483311,886,1,10/7/2014,646,1,1,0,1,7021.18
623106,42,0,8/12/2013,1310,1,1,0,1,13215.01
84341,223,5,7/19/2014,552,1,0,0,0,5352.76
598251,631,5,9/20/2014,551,1,0,0,0,5205.4
670719,727,6,1/12/2014,0,0,0,0,0,0
214503,239,2,2/26/2014,423,1,0,0,0,4099.66
146142,574,4,7/25/2014,580,1,0,0,0,6735.266666666666
306213,482,1,3/10/2015,668,1,0,0,0,5189.27
462269,948,0,5/26/2014,1781,1,0,0,0,6589.25
212065,626,4,11/14/2014,885,1,1,0,0,8700.08
472980,614,3,9/12/2013,994,1,1,0,0,7352.77
402714,361,4,2/28/2014,700,1,0,0,0,6826.143333333333
197777,186,2,4/9/2014,310,1,0,0,0,2721.789
450276,118,6,5/26/2013,0,0,0,0,0,0
177230,826,2,5/15/2013,783,1,1,0,0,8869.33
10268,260,2,2/27/2013,866,1,0,0,0,6007.81
552160,392,2,3/5/2014,887,1,1,0,0,8540.62
420036,625,2,2/20/2013,684,1,1,0,0,7342.083333333332
130016,710,1,3/5/2013,370,1,1,0,0,4924.81
655943,782,1,1/14/2014,432,1,0,0,0,4385.08
638074,157,4,1/30/2015,946,1,1,0,0,9204.23
95605,877,1,4/14/2015,837,1,1,0,1,8816.524166666668
365122,466,5,4/13/2013,408,1,0,0,0,4123.6
404099,909,0,1/5/2015,1600,1,1,0,1,14933.48
514029,1094,0,5/19/2014,436,1,1,0,0,6001.23
187339,628,6,7/5/2015,0,0,0,0,0,0
90737,927,2,4/2/2014,936,1,1,0,0,7137.66
594468,76,0,2/16/2015,1192,1,1,0,1,13269.42
525621,797,0,4/13/2015,615,1,1,0,0,7022.03
527121,116,0,3/30/2015,804,1,1,0,1,8966.95
194129,128,6,1/13/2013,0,0,0,0,0,0
158078,995,2,3/25/2015,644,1,0,0,0,6488.65
418401,1108,1,1/28/2014,534,1,0,0,0,4470.01
201660,1002,4,5/2/2014,948,1,1,0,1,9170.3
696120,372,0,7/6/2015,674,1,0,0,1,7406.45
688960,427,4,4/19/2013,643,1,0,0,0,5947.76
591605,1042,1,11/5/2013,651,1,1,0,0,6187.09
572706,583,4,7/10/2015,451,1,0,0,0,4234.13
523282,301,0,9/22/2014,582,1,0,0,0,4843.7
554047,253,5,11/29/2014,625,1,0,0,0,5660.42
226797,536,4,5/2/2014,1277,1,1,0,0,12686.62
242841,458,2,2/11/2015,541,1,0,0,0,5254.42
283668,90,6,8/3/2014,0,0,0,0,0,0
138349,23,3,6/18/2015,503,1,1,0,0,5871.64
328289,70,6,12/28/2014,0,0,0,0,1,0
585328,204,1,7/21/2015,489,1,0,0,0,4857.16
340988,277,5,7/11/2015,444,1,0,0,0,5291.18
701437,501,3,3/14/2013,550,1,0,0,0,4677.94
625704,311,6,5/10/2015,0,0,0,0,0,0
74315,254,3,5/1/2014,0,0,1,1,0,0
193741,723,4,9/13/2013,578,1,1,0,0,7087.12
95036,163,5,10/12/2013,682,1,0,0,0,5843.55
394715,573,2,9/11/2013,436,1,1,0,1,5383.02
701241,842,3,7/16/2015,1118,1,1,0,0,17898.72
432568,412,4,1/2/2015,712,1,0,0,1,8527.89
147182,202,5,7/11/2015,577,1,0,0,0,6646.84
84172,279,1,4/21/2015,507,1,0,0,0,5634.51
118201,97,5,6/28/2014,420,1,0,0,0,3872.39
214977,34,1,4/29/2014,1107,1,1,0,0,9513.75
522159,824,3,7/3/2014,1101,1,1,0,0,9073.1
388362,20,4,1/4/2013,646,1,0,0,1,6000.82
188310,80,0,5/19/2014,661,1,1,0,0,9275.25
235455,561,6,6/7/2015,0,0,0,0,0,0
484594,266,1,7/28/2015,551,1,1,0,1,5118.76
147807,393,6,3/8/2015,0,0,0,0,0,0
187215,261,2,4/3/2013,703,1,0,0,1,6680.29
344200,265,1,1/8/2013,652,1,1,0,0,6156.12
693583,918,4,3/22/2013,655,1,1,0,0,6279.9
418824,866,5,5/24/2014,496,1,0,0,0,6046.203333333334
31476,316,2,7/2/2014,931,1,1,0,0,9429.82
579852,642,6,6/7/2015,0,0,0,0,0,0
337424,548,3,10/3/2013,0,0,0,1,0,0
381529,50,0,4/27/2015,458,1,1,0,0,6283.78
386832,38,1,9/3/2013,425,1,0,0,1,4049.07
347614,920,4,8/9/2013,399,1,0,0,1,3790.71
540785,269,0,7/1/2013,2023,1,1,0,0,16706.43
410655,911,6,9/28/2014,0,0,0,0,0,0
437246,47,4,3/20/2015,976,1,1,0,0,8443.24
120442,894,5,7/19/2014,716,1,0,0,0,5499.13
59411,8,0,1/13/2014,602,1,0,0,0,4426.6
233547,1005,2,9/18/2013,753,1,0,0,0,4898.28
410949,680,1,8/5/2014,802,1,1,0,1,7250.98
171955,669,3,7/23/2015,418,1,0,0,0,4295.13
9103,877,0,6/22/2015,873,1,0,0,0,6309.583333333334
427678,538,6,11/30/2014,0,0,0,0,0,0
125706,760,5,12/21/2013,1361,1,0,0,0,9955.29
700965,445,1,8/5/2014,1542,1,1,0,1,12906.75
102056,979,0,1/19/2015,576,1,0,0,0,4673.36
396265,608,4,7/19/2013,1013,1,1,0,1,9589.98
587775,267,5,1/25/2014,1504,1,0,0,0,11537.26
81583,308,3,8/21/2014,909,1,1,0,0,8769.36
391200,562,0,4/14/2014,3472,1,1,0,1,21841.98
555490,303,4,6/19/2015,665,1,1,0,0,6405.92
163762,301,2,11/5/2014,589,1,1,0,0,5956.58
322576,1066,6,9/22/2013,0,0,0,0,0,0
225740,954,6,5/26/2013,0,0,0,0,0,0
389919,61,1,7/28/2015,641,1,1,0,0,6336.96
183452,487,0,3/16/2015,696,1,1,0,0,7090.77
85464,487,6,5/31/2015,0,0,0,0,0,0
691787,1043,6,10/26/2014,0,0,0,0,0,0
47791,485,5,3/14/2015,486,1,0,0,0,5053.01
82136,301,2,6/19/2013,594,1,1,0,0,6211.36
389251,803,5,1/26/2013,459,1,0,0,0,5266.67
642226,1031,4,1/25/2013,442,1,1,0,0,4960.38
96804,478,0,4/29/2013,946,1,1,0,0,9480.64
645085,9,4,5/30/2014,705,1,0,0,0,6385.69
355886,50,2,1/21/2015,253,1,0,0,0,2792.17
293807,1037,0,7/15/2013,1152,1,1,0,0,10729.79
655503,963,1,10/22/2013,1343,1,1,0,1,13892.73
276622,819,3,1/16/2014,446,1,0,0,0,4601.19
521461,766,5,4/25/2015,614,1,0,0,0,6295.9
376503,805,5,3/21/2015,491,1,0,0,0,5029.66
90697,774,2,1/23/2013,761,1,1,0,0,6018.31
447258,370,3,6/25/2015,560,1,0,0,0,5956.24
313040,363,0,11/17/2014,1021,1,0,0,0,8228.68
707167,945,1,4/22/2014,541,1,0,0,1,3939.95
521009,413,5,3/28/2015,648,1,0,0,0,5444.036666666668
112400,356,0,12/29/2014,411,1,0,0,1,5345.46
571737,139,3,6/5/2014,630,1,1,0,0,7424.03
518167,168,4,12/13/2013,779,1,0,0,0,7445.85
650961,436,6,4/6/2014,0,0,0,0,0,0
560423,910,1,8/5/2014,585,1,1,0,1,6314.18
144276,740,6,7/14/2013,0,0,0,0,1,0
698807,27,1,2/26/2013,914,1,0,0,0,6774.65
602484,427,6,2/23/2014,0,0,0,0,0,0
592174,532,1,6/3/2014,1475,1,1,0,0,13157.93
214914,627,1,6/16/2015,666,1,1,0,0,6786.75
155356,324,0,7/22/2013,706,1,0,0,1,5250.81
276982,369,1,10/1/2013,503,1,0,0,0,5456.15
481426,811,1,6/18/2013,746,1,1,0,0,5264.45
124000,842,2,4/15/2015,1095,1,1,0,0,17300.32
433023,674,5,6/14/2014,732,1,0,0,0,6427.8
419851,120,2,7/24/2013,486,1,0,0,1,4658.36
251831,154,4,4/18/2014,0,0,1,1,1,0
235234,799,1,10/22/2013,843,1,1,0,1,8898.18
462881,384,6,2/22/2015,0,0,0,0,0,0
316294,728,6,4/5/2015,0,0,0,0,0,0
561029,514,0,4/6/2015,0,0,0,1,1,0
425257,749,0,6/3/2013,1047,1,1,0,0,12059.35
3448,405,4,7/31/2015,530,1,1,0,1,5071.52
673130,73,4,2/28/2014,537,1,0,0,0,4940.576666666667
441387,529,5,1/10/2015,676,1,0,0,0,6241.93
419637,709,4,10/3/2014,0,0,1,1,0,0
32373,965,5,5/25/2013,741,1,0,0,0,6455.95
583814,466,5,3/21/2015,346,1,0,0,0,2855.52
351187,730,5,3/28/2015,909,1,0,0,0,7275.9
410691,1078,6,7/28/2013,0,0,0,0,0,0
88426,462,0,7/21/2014,627,1,0,0,1,4955.19
255097,103,6,4/27/2014,0,0,0,0,0,0
381087,181,2,3/12/2014,570,1,0,0,0,4401.51
565600,635,1,1/21/2014,644,1,1,0,0,7684.21
352292,415,6,7/5/2015,0,0,0,0,0,0
350335,231,2,4/9/2014,311,1,0,0,0,3406.19
138403,1113,4,7/19/2013,703,1,1,0,1,7109.63
103440,859,0,3/9/2015,708,1,0,0,0,6582.26
127258,348,1,7/16/2013,0,0,1,0,0,0
610290,614,6,2/23/2014,0,0,0,0,0,0
649102,271,3,11/27/2014,959,1,1,0,0,9872.47
559161,378,2,8/7/2013,755,1,0,0,1,5017.78
206610,273,3,8/22/2013,577,1,0,0,1,5113.48
111744,984,5,7/13/2013,716,1,0,0,0,5492.3
106047,343,2,6/19/2013,607,1,1,0,0,5948.08
531370,342,6,3/15/2015,0,0,0,0,0,0
495327,126,1,1/22/2013,610,1,1,0,0,6078.31
440839,205,0,10/27/2014,771,1,0,0,1,4987.46
270756,150,4,1/11/2013,853,1,1,0,0,8754.29
372356,503,0,4/28/2014,630,1,1,0,0,9603.11
243035,6,2,11/26/2014,630,1,1,0,0,5762.2
155835,420,4,4/26/2013,402,1,1,0,0,4686.83
352047,979,0,4/22/2013,811,1,1,0,0,9479.63
125448,1087,5,7/12/2014,601,1,0,0,0,5704.53
593697,237,2,10/8/2014,588,1,1,0,0,5213.06
93947,835,0,6/30/2014,1032,1,1,0,0,11487.71
324512,706,2,2/25/2015,391,1,0,0,0,3776.49
321891,288,6,3/31/2013,0,0,0,0,0,0
613198,988,2,9/17/2014,724,1,1,0,0,5540.02
217819,356,6,6/28/2015,0,0,0,0,0,0
216474,298,3,6/19/2014,0,0,1,1,1,0
20582,415,1,2/19/2013,495,1,1,0,0,6268.25
105963,820,0,2/23/2015,928,1,0,0,0,9523.17
99460,1009,0,9/30/2013,672,1,0,0,0,4594.8
111188,1011,4,4/3/2015,0,0,1,1,1,0
641918,793,3,4/30/2015,700,1,1,0,0,7568.37
665572,216,5,2/16/2013,827,1,0,0,0,6544.22
59838,959,6,8/31/2014,0,0,0,0,0,0
213078,965,4,8/23/2013,813,1,0,0,0,6728.84
197001,147,4,2/14/2014,930,1,0,0,0,8024.38
117529,57,3,3/26/2015,701,1,0,0,0,6841.23
700604,37,0,5/26/2014,606,1,0,0,0,5127.47
381823,862,6,2/10/2013,0,0,0,0,0,0
354561,886,6,3/3/2013,0,0,0,0,0,0
427073,1070,1,12/9/2014,909,1,0,0,0,7734.31
314484,877,1,7/9/2013,794,1,0,0,1,5598.47
192221,882,5,3/30/2013,1196,1,0,0,0,9914.82
96861,934,2,10/8/2014,632,1,1,0,1,6887.12
481403,54,1,1/14/2014,540,1,0,0,0,4854.43
686368,780,3,5/1/2014,0,0,1,1,0,0
452722,828,2,12/11/2013,576,1,0,0,0,5834.66
482636,406,0,6/16/2014,596,1,1,0,0,7961.788333333333
371270,596,3,3/13/2014,569,1,0,0,0,3437.06
257617,10,5,5/2/2015,640,1,0,0,0,6316.04
63582,606,6,12/22/2013,0,0,0,0,0,0
378402,391,1,4/7/2015,752,1,0,0,1,5968.25
251402,806,5,2/1/2014,501,1,0,0,0,6298.97
495752,814,2,10/30/2013,667,1,0,0,1,6774.88
566072,262,5,6/1/2013,3375,1,0,0,0,18019.86
21993,650,1,6/16/2015,737,1,1,0,0,7395.87
589911,258,4,6/13/2014,530,1,0,0,1,4970.12
509463,1009,2,2/5/2014,465,1,1,0,0,4983.03
431877,687,6,4/27/2014,0,0,0,0,0,0
514580,615,6,10/20/2013,0,0,0,0,1,0
128167,187,2,5/15/2013,752,1,1,0,0,6237.48
472124,631,4,10/11/2013,623,1,1,0,1,5898.27
160561,224,1,8/19/2014,496,1,1,0,1,6810.43
547231,445,3,7/31/2014,1622,1,1,0,1,11032.69
645579,194,5,5/23/2015,485,1,0,0,0,4868.188
272835,698,0,6/30/2014,2710,1,1,0,0,22585.09
382439,874,5,1/24/2015,427,1,0,0,0,3774.42
165074,863,5,6/6/2015,800,1,0,0,0,6259.006666666667
77865,90,1,6/17/2014,1182,1,1,0,0,10030.51
453667,578,3,10/24/2013,684,1,1,0,0,7003.05
439936,335,2,3/12/2014,2492,1,0,0,0,12350.51
260410,75,3,12/5/2013,582,1,1,0,0,7353.58
76459,282,6,6/28/2015,0,0,0,0,0,0
170848,142,3,3/14/2013,590,1,0,0,0,5308.33
191517,455,3,12/5/2013,602,1,1,0,0,8968.71
484862,634,5,12/6/2014,445,1,0,0,0,4660.56
175234,121,6,3/16/2014,0,0,0,0,0,0
393583,645,5,2/21/2015,1200,1,0,0,0,9072.23
450320,942,2,5/13/2015,542,1,0,0,0,5348.98
637645,1003,5,4/4/2015,679,1,0,0,0,6112.280500000002
599947,746,0,4/15/2013,324,1,0,0,0,3227.19
259492,592,6,10/20/2013,0,0,0,0,0,0
522668,746,6,12/21/2014,0,0,0,0,0,0
146709,1100,5,1/31/2015,430,1,0,0,0,3204.6083333333336
685079,1036,3,7/17/2014,471,1,1,0,1,5159.41
650469,837,5,10/4/2014,337,1,0,0,0,2929.1
450845,354,4,7/3/2015,762,1,1,0,1,9506.69
479348,496,6,6/23/2013,0,0,0,0,0,0
680531,1053,4,3/7/2014,1109,1,1,0,0,10049.548333333332
215510,4,2,3/20/2013,1307,1,1,0,0,9695.1
39433,1022,0,5/25/2015,0,0,0,1,0,0
642993,1,2,5/21/2014,510,1,1,0,0,4483.53
451937,243,2,4/17/2013,893,1,0,0,0,6274.47
399262,290,1,7/15/2014,786,1,1,0,1,8348.853333333334
488524,602,2,5/7/2014,675,1,1,0,0,7438.56
639745,969,0,1/5/2015,737,1,1,0,1,6535.08
22258,265,6,3/30/2014,0,0,0,0,0,0
126922,357,1,7/29/2014,912,1,1,0,1,9400.76
560495,949,6,3/24/2013,0,0,0,0,0,0
169854,245,0,2/10/2014,1089,1,0,0,0,8348.22
529944,614,1,9/24/2013,952,1,1,0,0,7387.99
410679,948,3,3/28/2013,1620,1,1,0,1,6910
231812,271,2,4/9/2014,744,1,0,0,0,6145.23
569443,842,2,4/8/2015,1034,1,0,0,1,16439.04
456386,559,4,10/25/2013,744,1,1,0,1,6424.26
708250,578,1,11/11/2014,684,1,1,0,0,6851.92
506795,164,3,2/13/2014,544,1,0,0,0,4699.75
443655,600,3,1/31/2013,648,1,0,0,0,6650.48
519096,307,2,1/28/2015,269,1,1,0,0,2863.62
580941,901,0,12/30/2013,871,1,0,0,1,7622.3
238221,1018,4,6/13/2014,1334,1,0,0,0,11285.05
172902,398,3,9/11/2014,514,1,0,0,0,4275.87
563906,311,1,1/20/2015,795,1,0,0,0,5680.09
686721,767,2,1/7/2015,662,1,1,0,0,6680.08
605624,1061,6,3/10/2013,0,0,0,0,0,0
276293,1028,6,4/27/2014,0,0,0,0,0,0
156872,165,6,2/10/2013,0,0,0,0,0,0
387162,935,3,1/31/2013,672,1,0,0,0,6118.48
54028,266,1,11/25/2014,686,1,1,0,0,6043.32
510958,701,4,3/15/2013,605,1,0,0,0,5721.94
503087,672,6,9/7/2014,0,0,0,0,0,0
453509,308,6,1/12/2014,0,0,0,0,0,0
460844,269,1,9/17/2013,1060,1,0,0,0,7101.5
228715,875,0,3/10/2014,424,1,0,0,0,4096.31
30367,280,2,1/14/2015,446,1,1,0,0,5854.52
353228,681,5,12/14/2013,391,1,0,0,0,3720.01
534811,1080,5,8/10/2013,904,1,0,0,0,9373.71
413333,1114,6,1/6/2013,0,0,0,0,0,0
247755,329,2,8/13/2014,552,1,0,0,1,5070.91
106474,518,4,4/5/2013,477,1,0,0,1,5141.9
331336,827,2,10/30/2013,1410,1,0,0,0,10255.3
170944,929,6,8/4/2013,0,0,0,0,0,0
95431,866,3,2/13/2014,425,1,0,0,0,5456.68
343783,531,5,1/5/2013,446,1,0,0,0,3589.425
121435,983,1,6/11/2013,1370,1,0,0,0,8960.61
553896,579,5,8/9/2014,895,1,0,0,0,7424.94
584263,488,2,6/10/2015,344,1,0,0,0,2987.95
408058,776,3,2/19/2015,587,1,1,0,0,5383.32
576428,711,3,4/11/2013,598,1,1,0,0,7816.3
51512,837,6,8/17/2014,0,0,0,0,1,0
33147,483,0,5/19/2014,830,1,1,0,0,7363.841666666667
155849,94,1,12/31/2013,442,1,0,0,1,4415.33
170299,1100,0,4/15/2013,576,1,0,0,0,4042.276
427121,566,6,7/14/2013,0,0,0,0,0,0
547895,986,4,1/31/2014,845,1,0,0,0,6113.18
122382,491,1,9/16/2014,635,1,1,0,0,7582.645
456379,352,1,3/18/2014,601,1,1,0,0,6432.52
456019,679,5,6/21/2014,760,1,0,0,0,7289.59
664716,388,3,10/31/2013,1304,1,0,0,1,10062.7
446787,821,3,6/18/2015,850,1,1,0,0,7449.05
242735,610,3,1/9/2014,554,1,1,0,0,4568.77
224403,1055,4,3/27/2015,908,1,0,0,0,6638.04
467747,402,6,12/15/2013,0,0,0,0,0,0
81169,819,3,11/28/2013,601,1,0,0,0,5994.73
374248,714,5,10/11/2014,390,1,0,0,0,4583.09
247266,761,3,4/9/2015,1003,1,0,0,1,8141.25
635152,564,4,12/20/2013,705,1,1,0,0,7890.79
665581,574,1,4/9/2013,664,1,1,0,0,9177.47
157291,1114,0,6/22/2015,2783,1,0,0,0,17686.11
259958,419,0,8/18/2014,1006,1,1,0,1,9630.19
108432,731,4,8/15/2014,819,1,0,0,1,6472.22
417116,134,4,2/20/2015,553,1,1,0,0,5334.61
506205,1099,3,4/24/2014,947,1,0,0,1,7388.68
381364,269,1,2/10/2015,1075,1,0,0,0,7236.51
535688,931,6,1/26/2014,0,0,0,0,0,0
525146,697,0,3/25/2013,1246,1,1,0,1,14677.901428571427
81025,225,5,1/3/2015,414,1,0,0,0,3717.04
282660,61,1,2/10/2015,531,1,0,0,0,4429.75
323672,192,6,5/26/2013,0,0,0,0,0,0
609364,964,3,5/2/2013,1717,1,1,0,0,12828.17
246873,873,4,10/17/2014,474,1,0,0,0,4408.65
235376,53,2,10/9/2013,548,1,1,0,1,5294.69
449570,505,2,11/5/2014,609,1,1,0,0,6516.92
401044,583,2,7/2/2014,485,1,1,0,0,5254.85
235326,1008,0,9/29/2014,828,1,1,0,0,8121.79
366939,872,5,12/13/2014,656,1,0,0,0,7000.48
388445,220,2,8/27/2014,580,1,0,0,0,3941.98
422215,694,0,5/12/2014,698,1,0,0,0,6352.59
157003,567,6,10/13/2013,0,0,0,0,0,0
244100,85,4,3/29/2013,1836,1,1,1,1,15499.84
188489,913,2,10/22/2014,1231,1,1,0,1,10587.65
307574,342,4,4/24/2015,779,1,0,0,0,7711.053333333333
301470,195,1,2/19/2013,1350,1,1,0,0,11534.763333333334
689363,664,2,10/1/2014,798,1,1,0,0,7545.09
536237,365,6,5/24/2015,0,0,0,0,0,0
349554,367,5,9/6/2014,499,1,0,0,0,4574.18
205874,408,4,3/29/2013,0,0,1,1,1,0
212427,155,0,2/17/2014,759,1,1,0,0,9491.52
491286,761,0,7/13/2015,1247,1,1,0,0,12524.7
331016,297,4,2/20/2015,710,1,1,0,0,6977.85
425700,297,0,1/7/2013,1060,1,1,0,0,10886.8
114427,784,6,12/21/2014,0,0,0,0,0,0
693049,23,6,8/18/2013,0,0,0,0,0,0
450989,1017,0,9/23/2013,1133,1,1,0,0,9235.23
703846,225,4,8/29/2014,576,1,0,0,1,5754.58
458411,91,5,4/13/2013,596,1,0,0,0,4715.56
250282,765,3,1/15/2015,775,1,1,0,0,9308.46
549076,246,0,3/30/2015,1074,1,1,0,0,8808.11
530151,254,5,5/11/2013,315,1,0,0,0,3738.04
273229,580,5,4/19/2014,1861,1,0,0,0,11008.84
502868,53,6,9/15/2013,0,0,0,0,0,0
373762,978,2,7/17/2013,982,1,1,0,1,8242.79
439718,638,5,6/22/2013,591,1,0,0,0,5970.656333333333
574933,278,0,12/15/2014,1123,1,1,0,0,14911.5
413012,697,4,5/9/2014,1109,1,1,0,0,12205.82
628474,848,0,9/16/2013,647,1,0,0,0,5032.66
607797,994,3,1/30/2014,382,1,0,0,0,3191.78
702123,891,4,4/25/2014,1016,1,0,0,1,7543.62
637254,1050,6,9/1/2013,0,0,0,0,0,0
487642,567,5,1/17/2015,421,1,0,0,0,3088.981666666666
198813,166,6,1/19/2014,0,0,0,0,0,0
221861,316,1,3/18/2014,970,1,1,0,0,11010.61
416605,888,0,7/20/2015,813,1,0,0,1,7915.48
459526,261,4,10/3/2014,0,0,1,1,0,0
284778,580,6,11/2/2014,0,0,0,0,0,0
205195,184,1,10/7/2014,593,1,1,0,1,6604.24
260794,612,6,8/25/2013,0,0,0,0,0,0
55602,1107,4,11/29/2013,626,1,0,0,0,5730.18
459890,306,6,10/6/2013,0,0,0,0,0,0
558071,926,3,7/3/2014,567,1,1,0,0,7235.34
117410,236,5,3/28/2015,559,1,0,0,0,4840.68
238747,472,1,6/11/2013,645,1,0,0,0,4972.794
88022,832,3,7/9/2015,531,1,0,0,0,5659.85
635809,842,4,1/30/2015,1318,1,1,0,0,20313.48
528973,400,0,2/17/2014,1721,1,1,0,1,14624.77
192564,411,0,2/11/2013,558,1,0,0,0,6133.6
420622,266,5,5/23/2015,239,1,0,0,0,2065.11
375572,28,5,7/26/2014,264,1,0,0,0,2151.0266666666666
445232,315,6,6/21/2015,0,0,0,0,0,0
319073,117,6,9/28/2014,0,0,0,0,0,0
706499,560,5,12/21/2013,2591,1,0,0,0,20702.83
353300,1088,4,7/5/2013,525,1,1,0,0,5953.18
290238,66,6,3/22/2015,0,0,0,0,0,0
297961,237,5,4/11/2015,376,1,0,0,0,3767.665
602787,1102,1,6/16/2015,759,1,1,0,0,7660.83
409260,146,5,6/8/2013,639,1,0,0,0,6526.66
110386,54,3,7/25/2013,619,1,0,0,1,6098.62
378655,707,0,2/16/2015,682,1,1,0,0,9263.48
376898,550,4,7/31/2015,491,1,1,0,1,5908.01
463805,785,2,10/1/2014,669,1,1,0,0,7403.24
437044,750,3,4/16/2015,409,1,1,0,0,5105.29
471740,275,1,1/20/2015,608,1,0,0,0,4924.69
122547,191,4,9/6/2013,622,1,0,0,1,5629.14
109255,273,5,11/23/2013,561,1,0,0,0,6089.3
639974,742,3,3/5/2015,946,1,1,0,0,8934.49
133146,447,0,12/30/2013,743,1,0,0,1,7622.5
96714,490,5,1/3/2015,1005,1,0,0,0,7816
284785,281,4,7/5/2013,532,1,1,0,1,6219.2
238692,1038,4,5/30/2014,603,1,0,0,0,5437.27
484826,419,1,2/17/2015,914,1,1,0,0,6581.81
625977,29,3,3/14/2013,486,1,0,0,0,4471.86
628573,132,0,1/19/2015,590,1,0,0,0,5255.46
470685,1063,2,2/4/2015,590,1,1,0,0,5144.81
27163,1069,3,3/6/2014,802,1,1,0,0,6533.99
227293,368,2,3/4/2015,783,1,1,0,0,11384.51
382263,1045,2,1/16/2013,711,1,0,0,0,5318.47
590411,1013,0,6/30/2014,759,1,1,0,0,8668.27
476170,1006,4,4/10/2015,727,1,0,0,0,5031.61
271455,194,3,5/1/2014,0,0,1,1,0,0
367390,116,3,12/26/2013,0,0,0,1,1,0
233570,994,6,4/6/2014,0,0,0,0,0,0
29051,59,1,3/4/2014,733,1,1,0,0,8065.73
140010,898,0,9/15/2014,1050,1,1,0,0,11642.23
658128,934,6,5/5/2013,0,0,0,0,0,0
462915,226,0,4/21/2014,0,0,0,1,1,0
360107,292,2,12/3/2014,835,1,1,0,0,8705.39
331923,971,0,7/27/2015,1339,1,1,0,1,13114.07
390071,930,6,4/28/2013,0,0,0,0,0,0
442088,191,3,1/17/2013,535,1,0,0,0,4538.83
637775,808,5,8/9/2014,366,1,0,0,0,3884.291333333333
648911,506,5,8/31/2013,588,1,0,0,0,4986.27
535226,988,2,1/9/2013,740,1,1,0,0,5592.89
558516,741,5,5/17/2014,901,1,0,0,0,8046.76
200854,66,2,5/15/2013,490,1,1,0,0,5602.63
164647,184,2,8/14/2013,581,1,1,0,1,6678.24
94435,79,2,12/25/2013,0,0,0,1,1,0
51695,977,0,8/26/2013,780,1,1,0,1,8777.08
206214,648,0,3/3/2014,850,1,1,0,0,9442.066666666668
329117,495,2,2/13/2013,298,1,0,0,0,3320.62
563504,185,5,6/22/2013,491,1,0,0,0,5941.77
79949,249,4,5/17/2013,559,1,1,0,0,5578.59
147122,1108,5,9/13/2014,219,1,0,0,0,2210.35
501262,69,1,9/17/2013,1070,1,0,0,0,7666.96
709001,305,6,8/10/2014,0,0,0,0,1,0
524788,355,3,3/14/2013,1082,1,0,0,0,8259.07
472738,124,4,7/4/2014,743,1,1,0,0,6591.45
192626,584,3,4/9/2015,370,1,0,0,1,3726.56
631445,416,6,3/24/2013,0,0,0,0,0,0
52374,297,1,7/7/2015,682,1,0,0,0,5921.35
684183,222,4,7/11/2014,523,1,0,0,1,4814.27
400807,41,5,5/9/2015,496,1,0,0,0,6083.89
392974,1005,1,3/12/2013,876,1,0,0,0,5420.66
316670,683,5,9/20/2014,534,1,0,0,0,4986.49
49982,268,1,10/14/2014,528,1,0,0,0,4081.6591666666664
355861,925,5,8/23/2014,1323,1,0,0,0,6654.76
405345,712,5,3/9/2013,477,1,0,0,0,5239.71
576888,125,5,10/25/2014,1173,1,0,0,0,8393.69
337468,752,0,7/22/2013,376,1,0,0,1,3974.0914285714284
383535,579,3,7/30/2015,850,1,1,0,1,7611.53
270841,73,5,2/8/2014,292,1,0,0,0,2695.41
420265,375,1,9/16/2014,973,1,1,0,0,11013.21
294093,843,3,5/15/2014,876,1,0,0,0,7434.63
384122,34,5,12/20/2014,1183,1,0,0,0,9812.046666666667
